sale_quantity,sale_date,class_id,brand_id,compartment,type_id,level_id,department_id,TR,gearbox_type,displacement,if_charging,price_level,price,driven_type_id,fuel_type_id,newenergy_type_id,emission_standards_id,if_MPV_id,if_luxurious_id,power,cylinder_number,engine_torque,car_length,car_width,car_height,total_quality,equipment_quality,rated_passenger,wheelbase,front_track,rear_track
402,201609,79,12,2,1,1,1,6,0,1.5,1,12,13,1,1,1,1,2,1,110,4,210,4549,1835,1700,2160,1620,5,2720,1565,1565
310,201609,4,9,3,2,1,2,5,1,1.5,0,12,14,1,1,1,1,2,1,80,4,141,4643,1797,1477,1738,1320,5,2685,1544,1565
65,201609,112,9,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,80,4,141,4544,1779,1467,1660,1225,5,2600,1538,1539
5,201609,102,19,2,1,1,5,6,0,2.5,0,17,17,3,1,1,1,2,1,141,4,252,4633,1840,1535,2010,1560,5,2700,1584,1587
21,201609,47,1,3,2,2,3,6,0,1.8,0,12,12,1,1,1,1,2,1,105,4,176,4720,1815,1465,1830,1395,5,2770,1579,1589
15,201609,46,7,3,2,2,4,0,3,2,1,42,42,1,1,1,1,2,2,132,4,320,4761,1826,1439,2020,1600,5,2869,1564,1550
10,201609,48,2,2,1,3,5,6,1,1.5,0,17,14,1,1,1,1,2,1,96,4,155,4294,1772,1605,1770,1200,5,2610,1535,1540
307,201609,6,0,2,2,3,4,6,0,1.4,0,12,12,1,1,1,1,2,1,66,4,132,3970,1682,1462,1590,1110,5,2470,1463,1456
59,201609,102,19,2,1,1,5,6,0,2,0,17,17,1,1,1,1,2,1,116,4,202,4633,1840,1530,1900,1450,5,2700,1584,1586
24,201610,21,0,3,2,1,4,7,2,1.4,1,12,12,1,1,1,1,2,1,96,4,225,4562,1793,1468,1790,1310,5,2614,1518,1525
21,201610,62,8,2,1,1,4,8,0,2,1,30,31,1,1,1,1,2,2,157,4,280,4565,1821,1624,2095,1607,5,2780,1561,1562
37,201609,42,15,2,2,1,1,0,3,1.5,0,6,6,1,1,1,1,2,1,80,4,140,4425,1789,1470,1626,1251,5,2650,1502,1492
883,201609,84,5,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,85,4,142,4587,1825,1490,1675,1300,5,2687,1562,1548
282,201609,28,3,3,2,2,2,6,0,2,0,22,22,1,1,1,1,2,1,108,4,190,4843,1856,1484,2020,1585,5,2737,1585,1588
27,201609,0,0,3,2,1,4,7,2,1.4,1,12,12,1,1,1,1,2,1,96,4,225,4605,1765,1460,1800,1290,5,2610,1517,1493
162,201609,59,2,3,2,1,5,0,3,1.8,0,12,12,1,1,1,1,2,1,100,4,169,4664,1750,1505,1685,1275,5,2650,1500,1485
53,201609,39,9,3,2,2,2,6,0,1.6,1,17,17,1,1,1,1,2,1,131,4,235,4855,1854,1474,1960,1535,5,2737,1585,1587
252,201609,1,1,3,2,3,3,4,0,1.4,0,9,9,1,1,1,1,2,1,78.7,4,135,4370,1700,1460,1500,1083,5,2570,1511,1515
125,201609,73,11,2,3,3,1,5,1,1.2,0,5,5,2,1,1,1,1,1,65,4,116,4415,1685,1850,1825,1226,5,2720,1420,1440
36,201609,31,4,2,1,1,5,0,3,2,0,17,17,1,1,1,1,2,1,110,4,200,4384,1837,1612,1870,1427,5,2646,1585,1581
64,201609,5,4,3,2,1,5,5,1,1.6,0,12,12,1,1,1,1,2,1,86,4,153,4665,1700,1505,1660,1180,5,2700,1480,1485
164,201610,50,7,2,1,1,4,6,2,1.4,1,30,30,1,1,1,1,2,2,110,4,250,4398,1841,1591,2020,1500,5,2603,1547,1555
498,201610,43,18,2,3,3,7,5,1,1.5,0,6,6,1,1,1,1,2,1,82,4,0,4710,1785,1715,1920,1435,6.5,2750,1530,1525
19,201610,20,8,3,2,2,4,8,0,1.5,1,42,42,2,1,1,1,2,2,100,3,220,4753,1811,1453,2000,1555,5,2920,1543,1582
72,201610,61,2,2,1,3,5,0,3,1.8,0,12,12,1,1,1,1,2,1,100,4,169,4270,1772,1605,1775,1304,5,2610,1540,1530
67,201610,92,26,2,1,1,1,6,1,1.5,1,12,13,1,1,1,1,2,1,115,4,215,4530,1900,1700,1860,1485,5,2700,1601,1602
6,201609,99,10,3,2,1,3,6,1,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4610,1800,1450,1760,1225,5,2700,1555,1564
22,201609,15,0,2,1,1,4,6,0,2,1,30,30,3,1,1,1,2,1,147,4,280,4506,1809,1685,2170,1720,5,2684,1569,1571
15,201610,46,7,3,2,2,4,0,3,2,1,42,42,1,1,1,1,2,2,132,4,320,4761,1826,1439,2020,1600,5,2869,1564,1550
6,201610,43,18,2,3,3,7,5,1,1.8,0,6,6,1,1,1,1,2,1,101,4,186,4710,1785,1745,1920,1435,6.5,2750,1530,1525
116,201610,82,13,2,1,1,4,7,2,1.6,1,30,30,1,1,1,1,2,2,115,4,250,4431,1804,1532,1920,1482,5,2699,1553,1544
10,201610,49,19,2,2,1,5,6,0,2,0,12,12,1,1,1,1,2,1,116,4,202,4461,1795,1474,1855,1359,5,2700,1555,1560
79,201610,29,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4475,1706,1469,1625,1145,5,2603,1460,1500
10,201610,73,11,2,3,3,1,5,1,1.5,0,5,5,2,1,1,1,1,1,82,4,0,4415,1685,1850,1825,1236,5,2720,1420,1440
91,201611,76,7,2,1,2,4,8,0,2,1,42,42,3,1,1,1,2,2,169,4,350,4629,1898,1655,2365,1900,5,2807,1617,1614
130,201611,21,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4562,1793,1468,1700,1220,5,2614,1518,1525
218,201611,107,14,2,1,2,1,5,1,1.6,0,9,9,2,1,1,1,2,1,86,4,150,4680,1800,1750,1975,1450,7,2780,1495,1505
20,201610,69,12,2,1,3,1,6,1,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4365,1814,1695,1941,1541,5,2560,1525,1520
446,201610,79,12,2,1,1,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4549,1835,1700,2160,1620,5,2720,1565,1565
340,201610,4,9,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,84,4,146,4666,1807,1460,1700,1270,5,2700,1541,1561
19,201609,90,24,2,1,1,1,6,2,2,1,17,11,1,1,1,1,2,1,162,4,350,4545,1855,1690,1967,1592,5,2700,1574,1593
210,201610,43,18,2,3,3,7,6,1,1.5,1,6,6,1,1,1,1,2,1,110,4,230,4710,1785,1745,1955,1460,6.5,2750,1530,1525
7,201610,44,16,3,2,1,6,5,1,1.6,0,12,12,1,1,1,1,2,1,86,4,150,4590,1820,1488,1690,1290,5,2675,1555,1550
72,201609,43,18,2,3,3,7,5,1,1.5,0,6,7,1,1,1,1,2,1,82,4,0,4685,1785,1715,1920,1435,6.5,2750,1530,1525
6,201609,43,18,2,3,3,7,5,1,1.5,0,6,7,1,1,1,1,2,1,82,4,0,4710,1785,1715,1920,1370,6.5,2750,1530,1525
165,201609,21,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4562,1793,1468,1700,1220,5,2614,1518,1525
88,201609,88,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4348,1807,1574,1880,1425,5,2680,1549,1521
310,201609,7,12,2,1,1,1,6,1,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4640,1825,1745,2051,1541,5,2680,1565,1565
16,201609,36,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4445,1765,1485,1810,1300,5,2610,1517,1493
166,201609,111,9,3,2,2,2,7,2,1.5,1,17,20,1,1,1,1,2,1,120,4,252,4923,1854,1470,1865,1415,5,2829,1606,1609
176,201609,1,1,2,2,3,3,4,0,1.4,0,9,9,1,1,1,1,2,1,78.7,4,135,4120,1700,1460,1500,1087,5,2570,1511,1515
105,201610,44,16,3,2,1,6,5,1,1.6,0,12,12,1,1,1,1,2,1,86,4,150,4558,1805,1505,1774,1325,5,2612,1525,1522
90,201610,69,12,2,1,3,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4335,1814,1695,1941,1541,5,2560,1525,1520
126,201610,4,9,3,2,1,2,6,0,1.5,0,12,12,1,1,1,1,2,1,84,4,146,4567,1786,1455,1700,1260,5,2662,1540,1558
572,201610,40,10,3,2,1,3,6,0,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4570,1775,1445,1650,1275,5,2700,1549,1562
28,201610,90,24,2,1,1,1,6,2,2,1,17,17,1,1,1,1,2,1,162,4,350,4545,1855,1690,1967,1592,5,2700,1574,1593
8,201610,29,0,3,2,1,4,5,1,1.4,0,12,12,1,1,1,1,2,1,66,4,132,4475,1706,1469,1595,1115,5,2603,1460,1500
111,201610,29,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4475,1706,1469,1595,1115,5,2603,1460,1500
207,201609,38,11,2,3,3,1,5,1,1.2,0,5,5,2,1,1,1,1,1,60.3,4,116,4400,1680,1750,1825,1206,7.5,2720,1420,1440
77,201609,63,5,2,1,3,2,6,2,1.5,0,12,12,1,1,1,1,2,1,83,4,140,4280,1785,1658,1670,1295,5,2530,1527,1533
94,201609,83,15,3,2,1,1,5,1,1.5,0,6,6,1,1,1,1,2,1,80,4,140,4547,1734,1470,1620,1210,5,2600,1490,1470
161,201609,62,8,2,1,1,4,6,0,1.5,1,30,28,1,1,1,1,2,2,111,3,220,4565,1821,1624,2035,1550,5,2780,1561,1562
134,201609,30,13,3,2,2,4,7,0,1.6,1,42,42,2,1,1,1,2,2,115,4,250,4783,1810,1442,2065,1596,5,2920,1563,1545
14,201609,61,2,2,1,3,5,6,1,1.8,0,12,12,1,1,1,1,2,1,100,4,169,4270,1772,1605,1775,1280,5,2610,1540,1530
75,201609,57,14,2,1,3,1,5,1,1.6,0,9,9,1,1,1,1,2,1,92,4,160,4160,1810,1635,1645,1270,5,2560,1560,1560
117,201609,81,21,3,2,4,2,6,0,2,1,42,42,1,1,1,1,2,2,193,4,400,5131,1852,1502,2260,1840,5,2837,1580,1591
501,201609,99,10,3,2,1,3,6,0,1.6,0,12,12,1,1,1,1,2,1,95.3,4,157,4610,1800,1450,1780,1254,5,2700,1555,1564
205,201610,36,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4445,1765,1485,1765,1255,5,2610,1517,1493
8,201610,36,0,2,2,1,4,7,2,1.4,1,17,17,1,1,1,1,2,1,96,4,225,4445,1765,1485,1810,1300,5,2610,1517,1493
9,201610,0,0,3,2,1,4,7,2,1.4,1,12,11,1,1,1,1,2,1,96,4,225,4605,1765,1460,1800,1290,5,2610,1517,1493
26,201610,39,9,3,2,2,2,6,0,1.6,1,17,17,1,1,1,1,2,1,131,4,235,4855,1854,1474,1960,1535,5,2737,1585,1587
372,201610,19,1,3,2,2,3,7,2,1.6,1,17,17,1,1,1,1,2,1,132.4,4,265,4855,1860,1475,1990,1541,5,2805,1602,1609
6,201610,15,0,2,1,1,4,6,1,1.8,1,30,30,1,1,1,1,2,1,118,4,250,4506,1809,1685,1970,1520,5,2684,1569,1571
19,201609,90,24,2,1,1,1,6,2,2,1,17,11,3,1,1,1,2,1,162,4,350,4545,1855,1690,2055,1680,5,2700,1574,1593
62,201609,103,20,2,1,1,1,6,1,1.5,1,12,12,1,1,1,1,2,1,112,4,205,4470,1837,1670,1765,1390,5,2670,1550,1550
50,201609,24,2,3,2,1,5,0,3,1.5,1,12,17,1,1,1,1,2,1,130,4,220,4649,1800,1416,1730,1326,5,2700,1547,1563
255,201609,9,0,3,2,1,4,5,1,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4655,1780,1453,1750,1300,5,2651,1535,1532
76,201609,32,4,3,2,2,5,0,3,2,0,22,18,1,1,1,1,2,1,110,4,195,4891,1830,1490,1870,1466,5,2775,1585,1585
98,201609,109,15,2,1,1,1,5,1,1.8,0,9,9,1,1,1,1,2,1,98,4,170,4500,1834,1707,1808,1433,5,2661,1560,1560
150,201610,16,7,3,2,4,4,0,3,2.5,0,62,62,1,1,1,1,2,2,150,6,250,5036,1874,1480,2300,1800,5,3012,1630,1620
122,201610,61,2,2,1,3,5,0,3,1.8,0,12,12,1,1,1,1,2,1,100,4,169,4270,1772,1605,1775,1295,5,2610,1540,1530
112,201610,42,15,3,2,1,1,0,3,1.5,0,6,6,1,1,1,1,2,1,80,4,140,4631,1789,1470,1640,1265,5,2650,1502,1492
74,201610,3,5,3,2,1,2,6,0,1.5,1,12,12,1,1,1,1,2,1,135,4,240,4534,1823,1483,1782,1407,5,2648,1553,1544
8,201610,64,0,3,2,1,4,5,1,1.4,1,17,17,1,1,1,1,2,1,110,4,250,4598,1826,1425,1840,1340,5,2656,1580,1554
11,201610,41,0,3,2,2,4,7,2,1.4,1,22,21,1,1,1,1,2,1,110,4,250,4866,1832,1464,1920,1440,5,2871,1584,1570
9,201610,8,2,2,1,1,5,0,3,2.4,0,17,17,3,1,1,1,2,1,137,4,243,4585,1820,1685,2100,1655,5,2620,1580,1580
18,201610,37,2,2,2,3,5,5,1,1.5,0,9,9,1,1,1,1,2,1,96,4,155,4065,1695,1525,1470,1058,5,2530,1480,1465
24,201610,2,17,2,3,2,1,5,1,1.6,0,6,6,2,1,1,1,2,1,90,4,153,4715,1720,1940,2145,1545,7.5,2800,1445,1420
244,201610,41,0,3,2,2,4,7,2,1.8,1,22,21,1,1,1,1,2,1,132,4,300,4866,1832,1464,2000,1500,5,2871,1584,1570
25,201610,1,1,2,2,3,3,4,0,1.4,0,9,9,1,1,1,1,2,1,78.7,4,135,4120,1700,1460,1500,1087,5,2570,1511,1515
16,201610,47,1,3,2,2,3,6,0,1.8,0,12,12,1,1,1,1,2,1,105,4,176,4720,1815,1465,1830,1395,5,2770,1579,1589
114,201609,43,18,2,3,3,7,6,1,1.5,0,6,7,1,1,1,1,2,1,82,4,0,4710,1785,1715,1920,1435,6.5,2750,1530,1525
95,201609,20,8,3,2,2,4,8,0,2,1,42,42,2,1,1,1,2,2,150,4,270,4755,1811,1455,1980,1560,5,2920,1531,1572
109,201609,26,16,3,2,1,6,6,0,1.2,1,12,12,1,1,1,1,2,1,100,3,230,4750,1820,1488,1769,1320,5,2730,1555,1550
19,201609,48,2,2,1,3,5,0,3,1.8,0,17,14,1,1,1,1,2,1,100,4,169,4294,1772,1605,1770,1256,5,2610,1535,1540
394,201609,72,25,2,1,1,1,7,2,1.5,1,12,12,1,1,1,1,2,1,112,4,235,4510,1852,1677,1900,1500,5,2650,1575,1570
93,201609,6,0,2,2,3,4,5,1,1.4,0,12,12,1,1,1,1,2,1,66,4,132,3970,1682,1462,1540,1060,5,2470,1463,1456
172,201609,3,5,3,2,1,2,5,1,1.6,0,12,12,1,1,1,1,2,1,94,4,159,4534,1823,1483,1681,1306,5,2648,1553,1544
54,201611,43,18,2,3,3,7,5,4,1.8,0,6,6,1,1,1,1,2,1,101,4,186,4710,1785,1745,1920,1435,6.5,2750,1530,1525
8,201611,3,5,3,2,1,2,5,1,1,1,12,12,1,1,1,1,2,1,94,3,170,4534,1823,1483,1689,1314,5,2648,1553,1544
407,201610,21,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4562,1793,1468,1740,1260,5,2614,1518,1525
48,201610,30,13,3,2,2,4,7,0,1.6,1,42,42,2,1,1,1,2,2,115,4,250,4783,1810,1442,2065,1596,5,2920,1563,1545
6,201610,82,13,2,1,1,4,7,2,2,1,30,30,3,1,1,1,2,2,155,4,350,4452,1804,1535,1990,1574,5,2699,1558,1549
11,201610,99,10,3,2,1,3,6,1,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4610,1800,1450,1760,1225,5,2700,1555,1564
258,201610,86,24,3,2,1,1,4,0,1.5,0,9,9,1,1,1,1,2,1,80,4,135,4579,1804,1490,1655,1280,5,2660,1548,1549
179,201610,9,0,3,2,1,4,5,1,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4655,1780,1453,1750,1300,5,2651,1535,1532
62,201610,32,4,3,2,2,5,0,3,2,0,22,22,1,1,1,1,2,1,110,4,195,4891,1830,1490,1870,1466,5,2775,1585,1585
58,201610,95,11,2,3,3,1,5,1,1.5,0,6,6,2,1,1,1,1,1,82,4,0,4500,1721,1715,1825,1260,7.5,2720,1430,1450
396,201610,22,3,3,2,1,2,5,1,1.5,0,12,12,1,1,1,1,2,1,81,4,143,4587,1798,1463,1660,1225,5,2640,1538,1541
51,201611,76,7,2,1,2,4,8,0,2,1,42,42,3,1,1,1,2,2,165,4,350,4629,1898,1655,2365,1900,5,2807,1617,1614
67,201611,30,13,3,2,2,4,7,0,2,1,42,32,2,1,1,1,2,2,135,4,300,4714,1810,1442,2055,1577,5,2840,1563,1545
139,201611,72,25,2,1,1,1,7,2,1.5,1,12,12,1,1,1,1,2,1,112,4,235,4510,1852,1677,1900,1500,5,2650,1575,1570
846,201609,43,18,2,3,3,7,5,1,1.5,0,6,7,1,1,1,1,2,1,82,4,0,4710,1785,1715,1920,1435,6.5,2750,1530,1525
240,201609,30,13,3,2,2,4,7,0,2,1,42,42,2,1,1,1,2,2,135,4,300,4783,1810,1442,2120,1658,5,2920,1563,1545
249,201609,12,6,3,2,1,5,0,3,1.6,0,12,12,1,1,1,1,2,1,90,4,154,4630,1775,1480,1770,1305,5,2700,1525,1520
38,201610,46,7,3,2,2,4,7,2,2,1,42,42,1,1,1,1,2,2,140,4,320,4818,1843,1432,2015,1565,5,2908,1566,1549
7,201610,68,18,2,1,1,7,5,1,1.8,0,9,9,1,1,1,1,2,1,101,4,186,4620,1820,1750,1780,1431,5,2750,1554,1549
371,201610,68,18,2,1,1,7,6,1,1.5,1,9,9,1,1,1,1,2,1,110,4,230,4620,1820,1750,1850,1435,5,2750,1554,1549
126,201610,62,8,2,1,1,4,6,0,1.5,1,30,31,1,1,1,1,2,2,111,3,220,4565,1821,1624,2035,1550,5,2780,1561,1562
7,201610,44,16,3,2,1,6,6,0,1.6,1,12,12,1,1,1,1,2,1,123,4,245,4590,1820,1488,1769,1365,5,2675,1555,1550
66,201610,25,3,2,3,2,2,6,0,2.4,0,42,42,1,1,1,1,2,1,134,4,240,5266,1878,1772,2470,1860,7,3088,1593,1603
328,201610,3,5,2,2,1,2,6,2,1.6,0,12,12,1,1,1,1,2,1,94,4,159,4368,1823,1483,1707,1332,5,2648,1553,1544
7,201610,10,0,2,2,1,4,5,1,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4255,1799,1452,1670,1210,5,2637,1549,1520
165,201610,69,12,2,1,3,1,6,1,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4335,1814,1695,1910,1495,5,2560,1525,1520
17,201609,1,1,2,2,3,3,5,1,1.4,0,9,9,1,1,1,1,2,1,78.7,4,135,4120,1700,1460,1460,1043,5,2570,1511,1515
24,201609,29,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4473,1706,1469,1635,1155,5,2603,1460,1500
1292,201609,9,0,3,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4655,1780,1453,1800,1330,5,2651,1535,1532
7,201609,32,4,3,2,2,5,0,3,2,0,22,18,1,1,1,1,2,1,110,4,195,4891,1830,1490,1870,1471,5,2775,1585,1585
12,201609,52,10,2,1,1,3,7,2,1.6,1,17,17,1,1,1,1,2,1,130,4,265,4475,1850,1655,2090,1545,5,2670,1620,1631
126,201609,78,3,3,2,1,2,7,2,1.5,1,17,17,1,1,1,1,2,1,119,4,250,4718,1802,1471,1770,1320,5,2700,1540,1558
6,201609,55,3,2,1,3,2,6,1,1.4,1,12,12,1,1,1,1,2,1,103,4,200,4278,1774,1646,1815,1405,5,2555,1540,1540
422,201609,10,0,2,2,1,4,6,0,1.6,0,17,17,1,1,1,1,2,1,81,4,155,4255,1799,1452,1740,1260,5,2637,1549,1520
611,201609,4,9,3,2,1,2,6,0,1.5,0,12,14,1,1,1,1,2,1,80,4,141,4643,1797,1479,1778,1360,5,2685,1544,1565
62,201610,77,3,2,1,1,2,6,0,2,1,22,22,3,1,1,1,2,1,186,4,353,4667,1839,1663,2275,1800,5,2750,1584,1588
6,201610,43,18,2,3,3,7,5,1,1.5,0,6,6,1,1,1,1,2,1,82,4,0,4710,1785,1715,1920,1370,6.5,2750,1530,1525
24,201609,2,17,2,3,2,1,5,1,2,0,6,6,2,1,1,1,2,1,89,4,168,5115,1720,1960,2415,1830,7.5,3000,1445,1420
20,201609,49,19,2,2,1,5,6,0,1.5,0,12,15,1,1,1,1,2,1,86,4,148,4461,1795,1474,1820,1315,5,2700,1555,1560
48,201609,41,0,3,2,2,4,7,2,1.8,1,22,21,1,1,1,1,2,1,118,4,250,4865,1820,1475,2000,1545,5,2812,1552,1551
5,201609,47,1,3,2,2,3,6,0,2,0,12,12,1,1,1,1,2,1,114,4,192,4720,1815,1465,1900,1472,5,2770,1579,1589
454,201609,15,0,2,1,1,4,6,0,1.8,1,30,30,1,1,1,1,2,1,118,4,250,4506,1809,1685,2050,1600,5,2684,1569,1571
6,201609,53,5,2,1,1,2,6,0,2,1,22,22,3,1,1,1,2,1,182,4,350,4524,1838,1701,2092,1740,5,2690,1563,1565
194,201610,16,7,3,2,4,4,7,2,1.8,1,62,62,1,1,1,1,2,2,140,4,320,5036,1874,1480,2250,1750,5,3012,1630,1620
30,201610,43,18,2,3,3,7,6,1,1.5,0,6,6,1,1,1,1,2,1,82,4,0,4710,1785,1715,1920,1435,6.5,2750,1530,1525
116,201610,78,3,3,2,1,2,7,2,1.5,1,17,17,1,1,1,1,2,1,119,4,250,4718,1802,1471,1770,1320,5,2700,1540,1558
357,201610,38,11,2,3,3,1,5,1,1.2,0,5,5,2,1,1,1,1,1,60.3,4,116,4400,1680,1750,1825,1206,7.5,2720,1420,1440
91,201611,46,7,3,2,2,4,7,2,2,1,42,42,1,1,1,1,2,2,140,4,320,4818,1843,1432,2015,1565,5,2908,1566,1549
14,201611,60,5,3,2,2,2,6,0,2,1,22,22,1,1,1,1,2,1,152,4,350,4873,1852,1470,2035,1625,5,2850,1590,1587
7,201611,14,0,3,2,2,4,7,2,1.8,1,30,30,1,1,1,1,2,1,118,4,250,4870,1834,1472,2060,1520,5,2803,1577,1550
19,201611,19,1,3,2,2,3,6,0,2,1,17,17,1,1,1,1,2,1,180,4,350,4855,1860,1475,2030,1612,5,2805,1602,1609
40,201611,18,11,1,4,0,1,5,1,1.2,0,5,5,2,1,1,1,2,1,60.3,4,115,4100,1510,1830,1780,1015,7,2750,1290,1290
10,201610,4,9,2,2,1,2,5,1,1.6,0,12,12,1,1,1,1,2,1,86,4,155,4510,1797,1477,1788,1380,5,2685,1545,1567
37,201610,11,1,3,2,1,3,6,0,1.6,0,12,12,1,1,1,1,2,1,93.8,4,0,4600,1780,1445,1720,1280,5,2700,1555,1568
55,201610,29,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4473,1706,1469,1600,1120,5,2603,1460,1500
6,201611,21,0,3,2,1,4,5,1,1.4,1,12,12,1,1,1,1,2,1,96,4,225,4562,1793,1468,1765,1285,5,2614,1518,1525
167,201609,39,9,3,2,2,2,6,0,2,0,17,17,1,1,1,1,2,1,108,4,190,4855,1854,1474,1960,1535,5,2737,1585,1587
426,201609,93,1,2,1,1,3,6,0,2,0,17,17,1,1,1,1,2,1,121,4,203,4480,1855,1645,2090,1525,5,2670,1625,1636
24,201609,29,0,3,2,1,4,5,1,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4473,1706,1469,1600,1120,5,2603,1460,1500
46,201609,18,11,1,4,0,1,5,1,1.2,0,5,5,2,1,1,1,2,1,60.3,4,115,4100,1510,1830,1780,1015,7,2750,1290,1290
12,201610,66,1,2,1,3,3,6,1,1.6,0,12,12,1,1,1,1,2,1,91.6,4,0,4270,1780,1630,1720,1275,5,2590,1557,1570
9,201610,58,23,3,2,2,6,5,1,2,0,17,17,1,1,1,1,2,1,108,4,200,4805,1860,1458,2038,1510,5,2815,1584,1551
29,201611,20,8,3,2,2,4,8,0,2,1,42,42,2,1,1,1,2,2,150,4,270,4755,1811,1455,1980,1560,5,2920,1531,1572
7,201611,62,8,2,1,1,4,8,0,2,1,30,30,3,1,1,1,2,2,157,4,280,4565,1821,1624,2165,1675,5,2780,1561,1562
129,201610,45,4,2,2,1,5,0,3,1.6,0,12,12,1,1,1,1,2,1,93,4,154,4393,1766,1524,1625,1220,5,2700,1540,1540
568,201610,66,1,2,1,3,3,6,0,1.6,0,12,12,1,1,1,1,2,1,91.6,4,0,4270,1780,1630,1830,1325,5,2590,1557,1570
45,201610,27,2,3,2,2,5,0,3,2.4,0,22,22,1,1,1,1,2,1,137,4,243,4915,1845,1470,1970,1558,5,2775,1585,1580
119,201611,87,15,2,1,1,1,6,2,1.3,1,9,9,1,1,1,1,2,1,95,4,185,4440,1833,1545,1773,1398,5,2700,1556,1562
34,201611,106,26,2,1,3,1,5,1,1.5,0,6,10,1,1,1,1,2,1,88,4,143,4354,1840,1654,1670,1285,5,2610,1585,1586
9,201611,37,2,2,2,3,5,5,1,1.5,0,9,9,1,1,1,1,2,1,96,4,155,4065,1695,1525,1470,1058,5,2530,1480,1465
10,201611,108,2,2,1,2,5,9,0,2,1,30,27,3,1,1,1,2,1,200,4,370,4816,1942,1669,2295,1866,5,2820,1652,1671
70,201611,69,12,2,1,3,1,6,0,1.5,1,12,12,1,1,1,1,2,1,110,4,210,4335,1814,1695,1941,1541,5,2560,1525,1520
255,201609,70,7,3,2,1,4,7,2,1.4,1,30,30,1,1,1,1,2,2,110,4,250,4462,1796,1421,1795,1345,5,2629,1552,1520
555,201609,21,0,3,2,1,4,6,0,1.6,0,12,12,1,1,1,1,2,1,81,4,155,4562,1793,1468,1740,1260,5,2614,1518,1525
10,201609,20,8,3,2,2,4,8,0,1.6,1,42,42,2,1,1,1,2,2,111,4,220,4645,1811,1454,1960,1500,5,2810,1543,1584
38,201609,20,8,3,2,2,4,8,0,1.6,1,42,42,2,1,1,1,2,2,111,4,220,4734,1811,1453,1955,1530,5,2920,1543,1584
115,201609,25,3,2,3,2,2,6,0,2.4,0,42,42,1,1,1,1,2,1,134,4,240,5266,1878,1772,2470,1860,7,3088,1593,1603
454,201609,51,10,3,2,2,3,6,0,1.8,0,17,13,1,1,1,1,2,1,105,4,176,4710,1820,1470,1860,1441,5,2770,1579,1589
22,201609,14,0,3,2,2,4,7,2,1.8,1,30,30,1,1,1,1,2,1,118,4,250,4870,1834,1472,2060,1520,5,2803,1577,1550
39,201609,27,2,3,2,2,5,0,3,2.4,0,22,22,1,1,1,1,2,1,137,4,243,4915,1845,1470,1970,1558,5,2775,1585,1580
25,201609,53,5,2,1,1,2,6,0,1.5,1,22,22,1,1,1,1,2,1,135,4,240,4524,1838,1685,1967,1592,5,2640,1563,1565
15,201610,17,8,3,2,4,4,8,0,2,1,42,42,2,1,1,1,2,2,200,4,350,5055,1860,1491,2250,1815,5,3108,1600,1627
101,201610,61,2,2,1,3,5,0,3,1.5,0,12,12,1,1,1,1,2,1,96,4,155,4270,1772,1605,1775,1205,5,2610,1540,1530
139,201610,72,25,2,1,1,1,7,2,1.3,1,12,12,1,1,1,1,2,1,101,4,202,4510,1852,1677,1900,1475,5,2650,1575,1570
34,201610,87,15,2,1,1,1,6,1,1.3,1,9,9,1,1,1,1,2,1,95,4,185,4440,1833,1545,1735,1360,5,2700,1556,1562
190,201610,92,26,2,1,1,1,5,0,1.5,1,12,13,1,1,1,1,2,1,115,4,215,4530,1900,1700,1920,1545,5,2700,1601,1602
